CustomerID,Recency,Frequency,Monetary,Cluster
13508.0,244,1,110.97,1
13509.0,9,7,979.72,3
13510.0,1,5,1785.16,3
13512.0,261,1,251.21,1
13513.0,127,1,205.1,3
13514.0,74,1,152.20000000000002,3
13515.0,73,4,891.12,3
13516.0,21,3,1389.41,3
13517.0,60,5,2109.07,3
13518.0,86,1,659.4399999999999,3
13519.0,50,2,110.80000000000001,3
13520.0,59,8,3487.75,3
13521.0,1,3,1093.65,3
13522.0,30,1,125.80000000000001,3
13523.0,33,6,3755.38,3
13524.0,41,5,680.1800000000001,3
13525.0,15,2,628.78,3
13527.0,34,8,2263.76,3
13529.0,79,2,307.76,3
13531.0,205,2,483.8,1
13532.0,34,1,210.31,3
13533.0,183,3,270.79,1
13534.0,2,43,5613.08,0
13536.0,1,7,3448.29,3
13538.0,43,7,1280.85,3
13539.0,86,4,605.84,3
13544.0,40,2,291.41,3
13546.0,12,3,626.99,3
13548.0,96,2,682.41,3
13549.0,26,8,916.12,3
13551.0,319,1,91.80000000000001,1
13552.0,66,16,3539.53,3
13555.0,74,4,4149.28,3
13557.0,28,2,584.06,3
13558.0,6,4,605.06,3
13560.0,7,1,174.37,3
13561.0,216,1,141.85999999999999,1
13562.0,82,3,1799.33,3
13563.0,84,2,777.53,3
13564.0,144,5,647.74,3
13565.0,19,2,240.22,3
13566.0,41,2,874.71,3
13568.0,173,1,192.85,1
13569.0,17,2,373.75,3
13570.0,243,1,239.49,1
13571.0,13,12,2092.32,3
13572.0,206,1,1384.25,1
13573.0,50,2,294.4,3
13575.0,23,5,732.0699999999999,3
13576.0,10,20,6703.3,0
13577.0,25,5,1658.3,3
13579.0,15,2,467.04,3
13581.0,309,1,118.0,1
13583.0,156,1,781.03,1
13584.0,307,1,142.4,1
13587.0,32,3,347.0,3
13588.0,16,13,2445.12,3
13589.0,15,2,379.65,3
13590.0,11,7,1976.12,3
13591.0,65,3,1117.13,3
13592.0,36,4,247.95999999999998,3
13593.0,108,6,1990.28,3
13594.0,53,1,396.97,3
13596.0,6,2,697.04,3
13598.0,47,2,167.42000000000002,3
13599.0,1,33,5030.6,0
13600.0,312,1,219.52,1
13601.0,45,2,693.32,3
13602.0,65,1,428.89,3
13603.0,26,1,164.34,3
13606.0,29,3,280.53999999999996,3
13607.0,40,1,678.01,3
13610.0,12,9,1115.43,3
13611.0,89,4,1158.2,3
13614.0,24,4,1610.46,3
13615.0,313,2,399.99,1
13617.0,40,3,544.18,3
13618.0,174,1,177.34,1
13621.0,117,1,213.85,3
13623.0,31,7,672.44,3
13626.0,253,1,257.23,1
13627.0,59,7,1624.02,3
13629.0,23,11,7792.36,3
13630.0,5,11,1995.68,3
13631.0,100,12,3021.77,3
13632.0,25,6,2117.02,3
13634.0,33,5,1575.16,3
13635.0,68,1,1071.03,3
13636.0,37,6,941.62,3
13637.0,52,3,810.5,3
13638.0,16,1,122.64,3
13639.0,74,1,1033.34,3
13642.0,216,1,354.8,1
13643.0,31,3,519.44,3
13644.0,9,5,2597.52,3
13645.0,120,1,252.1,3
13647.0,10,5,1670.22,3
13649.0,257,2,346.6,1
13650.0,17,7,1809.34,3
13651.0,35,2,94.2,3
13652.0,46,3,1095.08,3
13654.0,43,6,2707.33,3
13655.0,114,2,932.97,3
13656.0,165,2,379.65,1
13657.0,11,2,382.14,3
13658.0,10,7,2421.47,3
13659.0,197,3,1550.85,1
13662.0,86,7,879.08,3
13663.0,179,1,189.47,1
13666.0,60,3,84.65,3
13667.0,149,1,305.02,1
13668.0,3,29,6216.07,0
13669.0,51,2,218.55,3
13670.0,75,1,349.7,3
13672.0,301,6,-71.46,1
13673.0,19,2,396.92,3
13675.0,151,2,486.82000000000005,1
13678.0,152,1,232.6,1
13680.0,1,5,2202.31,3
13681.0,18,4,827.83,3
13682.0,187,1,59.5,1
13684.0,286,2,64.23,1
13685.0,3,7,3119.44,3
13686.0,183,1,72.0,1
13689.0,63,1,910.0,3
13690.0,59,1,172.25,3
13692.0,25,5,1466.8700000000001,3
13693.0,325,2,-32.0,1
13694.0,4,60,62653.1,0
13695.0,31,15,2504.13,3
13697.0,39,1,151.29999999999998,3
13699.0,155,1,308.58000000000004,1
13700.0,26,10,2265.12,3
13703.0,318,1,99.5,1
13704.0,5,10,2295.31,3
13705.0,8,3,711.86,3
13706.0,303,1,330.79,1
13707.0,267,2,806.41,1
13708.0,271,1,296.88,1
13709.0,4,17,6249.110000000001,0
13710.0,32,1,180.48,3
13711.0,219,2,252.06,1
13712.0,247,1,228.84,1
13715.0,281,8,1053.94,1
13716.0,269,1,138.28,1
13717.0,32,7,1432.26,3
13718.0,246,2,306.55,1
13719.0,15,5,1041.68,3
13720.0,117,4,799.9,3
13721.0,36,1,524.14,3
13722.0,120,4,2369.16,3
13723.0,217,1,199.85000000000002,1
13725.0,50,11,1809.81,3
13726.0,39,2,1079.6599999999999,3
13727.0,29,2,333.48,3
13728.0,37,6,1016.14,3
13730.0,136,2,752.6,3
13731.0,219,2,610.59,1
13732.0,28,1,491.86,3
13735.0,25,8,2766.18,3
13736.0,5,3,724.0,3
13737.0,200,1,339.59999999999997,1
13739.0,18,1,216.9,3
13740.0,241,1,350.75,1
13741.0,72,4,666.33,3
13742.0,17,14,3102.42,3
13743.0,3,8,1340.1499999999999,3
13744.0,95,2,1156.36,3
13745.0,151,2,291.54,1
13747.0,374,1,79.6,1
13748.0,96,5,948.25,3
13750.0,54,5,1647.26,3
13751.0,288,1,296.25,1
13752.0,124,6,1186.28,3
13753.0,288,1,741.26,1
13754.0,152,2,282.59999999999997,1
13755.0,4,10,2154.68,3
13756.0,2,15,5145.12,3
13758.0,12,7,3190.55,3
13759.0,33,2,659.4100000000001,3
13760.0,54,2,286.79,3
13761.0,50,2,1070.65,3
13762.0,204,2,3.552713678800501e-15,1
13763.0,63,3,1689.46,3
13764.0,71,3,1521.76,3
13767.0,2,52,16945.71,0
13769.0,2,16,2771.87,3
13771.0,64,5,2631.7,3
13772.0,34,3,1132.13,3
13774.0,82,1,345.0,3
13777.0,1,41,25748.350000000002,0
13778.0,103,1,178.7,3
13780.0,7,2,360.01,3
13781.0,251,1,127.84,1
13782.0,13,6,912.0,3
13784.0,10,11,2462.79,3
13786.0,367,1,230.39999999999998,1
13787.0,76,2,309.04,3
13790.0,4,1,348.8,3
13791.0,43,3,1047.68,3
13792.0,66,2,195.55,3
13798.0,1,63,36351.42,0
13799.0,117,2,688.86,3
13800.0,310,1,558.32,1
13801.0,67,1,324.8,3
13802.0,138,6,3906.27,3
13803.0,255,1,277.07,1
13804.0,31,7,2635.79,3
13805.0,52,2,924.6,3
13806.0,64,1,256.38,3
13807.0,367,1,112.6,1
13808.0,6,5,1747.66,3
13809.0,305,1,155.05,1
13810.0,29,4,899.51,3
13811.0,184,4,591.75,1
13812.0,42,3,539.0,3
13813.0,40,5,1353.41,3
13814.0,56,3,1562.12,3
13815.0,22,5,4014.91,3
13816.0,24,4,555.04,3
13817.0,29,2,382.98,3
13819.0,302,3,1140.35,1
13821.0,145,2,385.64,1
13822.0,6,2,632.0,3
13823.0,19,2,957.66,3
13824.0,33,5,1698.94,3
13826.0,158,2,174.65,1
13827.0,58,3,412.05,3
13828.0,22,1,209.49,3
13829.0,359,1,-102.0,1
13831.0,16,6,2202.99,3
13832.0,18,2,40.949999999999996,3
13833.0,159,1,384.8,1
13835.0,25,4,834.57,3
13837.0,212,2,271.24,1
13838.0,6,4,691.73,3
13841.0,253,1,85.0,1
13842.0,59,9,3385.62,3
13844.0,11,1,361.62,3
13845.0,65,1,312.98,3
13846.0,25,4,847.61,3
13848.0,92,3,1255.0,3
13849.0,52,2,1537.95,3
13850.0,88,2,1586.81,3
13851.0,96,3,2651.46,3
13853.0,9,2,1056.94,3
13854.0,9,29,8025.0199999999995,0
13856.0,169,5,363.4,1
13858.0,57,1,216.17,3
13859.0,326,1,201.16,1
13860.0,1,6,1240.0,3
13862.0,18,10,2187.31,3
13863.0,245,2,299.56,1
13865.0,58,4,501.56,3
13866.0,74,1,145.67000000000002,3
13867.0,31,3,1015.29,3
13868.0,7,2,3192.54,3
13869.0,123,4,3104.95,3
13870.0,2,10,2751.25,3
13871.0,23,14,6389.8,3
13873.0,120,4,381.7,3
13874.0,358,1,540.45,1
13875.0,54,5,1786.79,3
13876.0,64,1,122.7,3
13877.0,86,1,117.24,3
13878.0,55,1,1281.53,3
13880.0,21,13,3219.77,3
13881.0,4,22,16989.52,0
13882.0,3,6,1131.28,3
13883.0,1,9,2538.75,3
13884.0,7,6,781.3000000000001,3
13885.0,189,2,506.8,1
13886.0,71,1,243.56,3
13887.0,204,1,349.55,1
13888.0,120,2,605.63,3
13889.0,93,1,416.90000000000003,3
13890.0,1,14,1860.8600000000001,3
13892.0,27,4,632.97,3
13893.0,298,1,821.1,1
13894.0,22,5,535.97,3
13895.0,21,5,2588.12,3
13897.0,50,1,311.16,3
13898.0,326,1,155.93,1
13899.0,16,2,388.52,3
13900.0,183,3,740.95,1
13901.0,72,5,2867.2,3
13904.0,37,2,332.64,3
13908.0,80,5,2347.05,3
13911.0,57,9,2580.91,3
13914.0,4,3,613.95,3
13917.0,50,2,272.04,3
13918.0,50,2,1212.8400000000001,3
13919.0,53,3,350.15999999999997,3
13922.0,352,1,172.25,1
13923.0,54,1,351.13,3
13924.0,2,11,1682.08,3
13925.0,36,6,616.65,3
13926.0,23,1,223.85000000000002,3
13927.0,75,1,348.99,3
13928.0,11,4,464.57,3
13929.0,169,3,802.85,1
13930.0,58,2,337.34,3
13931.0,86,3,1230.93,3
13932.0,295,1,307.4,1
13933.0,109,2,608.7900000000001,3
13934.0,264,1,922.1,1
13936.0,171,2,361.28,1
13937.0,169,1,158.85,1
13938.0,35,1,71.66,3
13939.0,23,4,556.75,3
13940.0,17,4,839.14,3
13941.0,22,7,4912.41,3
13946.0,79,3,561.5699999999999,3
13947.0,65,1,90.6,3
13948.0,361,1,102.0,1
13949.0,3,6,2427.32,3
13950.0,11,5,728.56,3
13951.0,176,3,674.45,1
13952.0,211,3,3246.091,1
13953.0,7,7,3515.68,3
13954.0,2,3,378.59,3
13955.0,154,2,322.96,1
13956.0,5,5,1026.42,3
13958.0,372,1,-102.45,1
13959.0,79,3,598.2,3
13960.0,21,2,230.22,3
13962.0,22,2,169.55,3
13963.0,308,4,664.54,1
13967.0,146,1,80.7,1
13969.0,7,20,8986.69,0
13971.0,9,11,2702.2200000000003,3
13972.0,71,2,190.25,3
13973.0,287,1,264.7,1
13974.0,49,1,413.59000000000003,3
13975.0,31,7,2503.23,3
13976.0,207,1,357.98,1
13978.0,15,2,196.79000000000002,3
13979.0,73,1,869.87,3
13980.0,60,1,200.14,3
13982.0,39,5,1861.11,3
13983.0,30,13,2590.46,3
13984.0,27,6,488.03,3
13985.0,4,16,7024.53,0
13986.0,17,1,320.46,3
13988.0,20,9,4098.8,3
13989.0,66,2,1266.08,3
13990.0,213,1,311.3,1
13991.0,12,7,850.63,3
13992.0,30,1,76.8,3
13993.0,32,12,3409.66,3
13994.0,4,6,2313.14,3
13995.0,15,6,1383.49,3
13999.0,10,15,3865.26,3
14000.0,206,2,633.71,1
14001.0,46,4,2030.3300000000002,3
14002.0,134,2,529.73,3
14004.0,43,7,4582.64,3
14005.0,10,5,2874.72,3
14006.0,116,3,962.19,3
14009.0,198,3,685.9300000000001,1
14012.0,278,1,328.8,1
14013.0,110,3,473.02,3
14014.0,77,1,505.18,3
14015.0,53,1,917.34,3
14016.0,154,5,4328.46,1
14019.0,47,4,1398.96,3
14020.0,17,2,642.8,3
14021.0,155,3,631.9,1
14022.0,225,1,440.0,1
14023.0,7,2,584.07,3
14024.0,122,2,327.7,3
14027.0,61,1,104.82,3
14029.0,63,2,467.66,3
14030.0,18,8,2360.09,3
14031.0,7,23,14634.640000000001,0
14032.0,2,18,2929.84,3
14034.0,22,4,512.02,3
14035.0,29,5,1428.02,3
14036.0,285,1,626.65,1
14037.0,176,2,147.20000000000002,1
14038.0,78,4,1554.48,3
14039.0,33,1,152.2,3
14040.0,41,15,3542.19,3
14041.0,266,1,141.41,1
14044.0,27,4,652.82,3
14045.0,109,4,1659.75,3
14046.0,284,1,154.99,1
14047.0,9,7,1290.01,3
14048.0,277,2,375.13,1
14049.0,17,6,5639.15,3
14050.0,32,2,746.36,3
14051.0,1,26,15477.34,0
14052.0,20,1,225.36,3
14053.0,124,2,260.25,3
14054.0,65,1,92.46,3
14055.0,106,1,725.6400000000001,3
14056.0,1,29,8124.4,0
14057.0,24,18,6147.4,0
14059.0,267,1,183.6,1
14060.0,5,20,6135.38,0
14062.0,10,12,10464.85,3
14064.0,29,7,1188.32,3
14066.0,267,1,152.55,1
14067.0,64,2,374.7,3
14068.0,320,1,265.85,1
14071.0,4,9,1307.41,3
14073.0,21,2,139.54,3
14075.0,5,3,942.26,3
14076.0,129,1,122.47,3
14077.0,41,5,499.41999999999996,3
14078.0,102,6,1049.37,3
14079.0,125,1,375.1,3
14080.0,33,1,45.599999999999994,3
14081.0,267,4,904.67,1
14082.0,365,1,182.25,1
14083.0,4,9,1018.43,3
14085.0,2,19,4435.79,0
14087.0,3,2,181.67,3
14088.0,10,14,50415.49,0
14089.0,57,1,161.0,3
14090.0,325,1,76.32000000000001,1
14092.0,8,17,4063.1,3
14093.0,12,1,442.85,3
14096.0,4,34,57120.909999999996,0
14098.0,37,1,147.35,3
14099.0,16,12,3092.9700000000003,3
14100.0,138,1,194.9,3
14101.0,74,6,5976.79,3
14102.0,5,8,1314.73,3
14104.0,155,2,216.20999999999998,1
14105.0,85,2,1260.33,3
14107.0,52,8,2688.48,3
14108.0,31,3,594.16,3
14109.0,23,2,80.2,3
14110.0,4,13,5669.65,3
14111.0,14,5,688.6,3
14112.0,23,12,2774.17,3
14113.0,4,8,1377.92,3
14114.0,274,2,386.53,1
14116.0,20,5,1382.74,3
14117.0,144,1,90.0,1
14119.0,354,1,-19.9,1
14121.0,4,6,2740.3,3
14124.0,84,1,419.58000000000004,3
14125.0,11,3,2740.43,3
14126.0,8,4,643.6300000000001,3
14127.0,123,3,709.71,3
14128.0,61,2,637.5,3
14129.0,2,5,1123.8600000000001,3
14130.0,319,1,483.86,1
14132.0,2,12,3580.13,3
14133.0,130,5,590.3399999999999,3
14135.0,2,15,4690.31,3
14138.0,2,2,982.3800000000001,3
14139.0,46,1,415.82,3
14140.0,4,3,920.05,3
14141.0,3,6,879.0300000000001,3
14142.0,373,1,311.81,1
14143.0,134,1,115.8,3
14145.0,47,5,3148.2,3
14146.0,9,6,2949.57,3
14147.0,49,3,468.4,3
14148.0,234,1,157.2,1
14149.0,213,3,259.43,1
14150.0,36,2,658.64,3
14152.0,75,3,611.09,3
14154.0,239,2,1345.62,1
14155.0,266,1,118.75,1
14156.0,10,66,113384.14,2
14157.0,20,3,400.43,3
14158.0,40,1,507.66,3
14159.0,20,14,4678.3,3
14161.0,216,3,1110.52,1
14162.0,174,2,289.36,1
14163.0,87,4,2445.91,3
14164.0,71,2,1631.77,3
14165.0,276,1,122.53999999999999,1
14167.0,39,4,574.84,3
14171.0,98,1,363.79,3
14173.0,11,4,450.84,3
14174.0,33,1,134.46,3
14175.0,51,7,3108.06,3
14176.0,297,5,574.0,1
14177.0,85,5,554.46,3
14178.0,9,7,1620.93,3
14179.0,41,2,719.78,3
14180.0,11,31,4640.77,0
14184.0,67,1,452.89,3
14185.0,331,1,197.65,1
14188.0,9,10,2018.91,3
14189.0,2,24,4604.31,0
14191.0,2,14,4660.01,3
14193.0,68,2,853.39,3
14194.0,5,32,11216.75,0
14195.0,202,3,962.7,1
14196.0,107,1,335.52,3
14198.0,4,7,663.5,3
14199.0,218,1,185.39999999999998,1
14201.0,60,9,688.04,3
14204.0,2,1,161.03,3
14205.0,11,4,218.78,3
14206.0,239,2,308.26,1
14208.0,95,1,151.74,3
14209.0,11,7,2067.13,3
14210.0,91,7,1900.89,3
14211.0,53,13,2208.3,3
14212.0,90,1,1070.48,3
14213.0,372,1,-1192.2,1
14214.0,31,7,1000.23,3
14215.0,12,7,1777.92,3
14216.0,3,4,1839.3,3
14217.0,2,24,1925.3600000000001,0
14218.0,43,1,169.48000000000002,3
14219.0,4,1,89.94,3
14220.0,247,2,632.4,1
14221.0,42,10,3427.85,3
14222.0,177,1,683.17,1
14223.0,92,4,975.23,3
14224.0,110,4,1050.12,3
14226.0,29,7,2201.64,3
14227.0,26,15,3315.71,3
14229.0,52,5,1450.6,3
14231.0,179,5,822.0600000000001,1
14232.0,32,8,2043.93,3
14233.0,44,5,1447.51,3
14234.0,22,4,775.46,3
14235.0,10,6,3093.86,3
14236.0,81,2,490.86,3
14237.0,373,1,161.0,1
14238.0,326,1,146.85,1
14239.0,43,13,2323.5,3
14240.0,30,2,890.34,3
14241.0,184,1,213.70000000000002,1
14242.0,235,2,280.55,1
14243.0,9,14,2535.88,3
14245.0,176,5,1677.48,1
14246.0,111,3,1474.06,3
14247.0,278,1,136.76999999999998,1
14248.0,318,1,302.58,1
14250.0,7,3,1904.05,3
14251.0,2,5,2879.7000000000003,3
14256.0,254,3,935.0600000000001,1
14257.0,51,6,3087.27,3
14258.0,9,10,12650.08,3
14259.0,142,1,120.0,3
14261.0,51,2,1163.45,3
14262.0,8,8,2618.23,3
14264.0,155,3,319.47,1
14265.0,109,2,530.18,3
14267.0,151,7,1279.09,3
14270.0,332,1,492.65000000000003,1
14271.0,226,1,112.32,1
14272.0,74,2,437.96,3
14273.0,51,4,559.97,3
14276.0,88,5,1019.39,3
14277.0,15,4,3957.0,3
14280.0,197,1,134.04,1
14282.0,3,15,3729.34,3
14284.0,31,3,578.45,3
14285.0,21,4,1910.01,3
14286.0,24,5,4595.81,3
14287.0,8,4,151.23000000000002,3
14288.0,212,2,413.85,1
14289.0,9,6,911.26,3
14290.0,11,6,2307.4500000000003,3
14291.0,2,12,3873.3,3
14292.0,8,14,4819.33,3
14293.0,3,4,1046.56,3
14295.0,40,2,154.70000000000002,3
14297.0,18,6,1284.06,3
14298.0,3,45,50862.44,0
14299.0,8,18,2855.35,3
14300.0,19,1,43.2,3
14301.0,108,2,632.04,3
14304.0,223,2,197.1,1
14305.0,71,5,1803.76,3
14306.0,51,3,2083.42,3
14307.0,89,6,2995.72,3
14309.0,8,10,2319.68,3
14311.0,225,2,229.71,1
14312.0,47,6,1611.59,3
14314.0,107,1,120.0,3
14315.0,21,7,2456.98,3
14317.0,65,1,508.58000000000004,3
14320.0,207,3,343.11,1
14321.0,11,5,1530.75,3
14323.0,115,4,574.26,3
14326.0,235,2,166.85,1
14327.0,163,1,311.65,1
14329.0,9,14,4928.74,3
14331.0,124,2,462.65999999999997,3
14332.0,23,3,866.31,3
14333.0,64,2,351.45,3
14334.0,17,9,2539.46,3
14335.0,16,2,468.26,3
14336.0,17,4,1614.91,3
14338.0,158,4,554.22,1
14339.0,235,4,289.90999999999997,1
14340.0,219,1,134.7,1
14341.0,45,9,2166.38,3
14342.0,21,6,607.71,3
14344.0,127,8,889.9300000000001,3
14345.0,39,1,108.97999999999999,3
14346.0,121,2,1021.58,3
14348.0,260,1,409.57,1
14349.0,10,1,133.5,3
14350.0,271,2,258.7,1
14351.0,165,1,51.0,1
14352.0,157,4,1078.96,1
14353.0,215,1,90.6,1
14354.0,6,2,163.62,3
14355.0,366,1,174.4,1
14356.0,60,4,666.9399999999999,3
14357.0,43,1,225.77,3
14359.0,19,6,882.58,3
14360.0,32,4,2128.23,3
14362.0,22,1,161.2,3
14364.0,109,8,3717.35,3
14367.0,8,19,9167.82,0
14368.0,320,1,155.0,1
14371.0,295,1,100.5,1
14373.0,358,1,76.55,1
14375.0,185,1,257.68,1
14377.0,191,2,617.05,1
14379.0,44,2,348.1,3
14381.0,52,1,202.68,3
14382.0,26,1,626.0699999999999,3
14383.0,38,3,1247.69,3
14385.0,9,3,202.11,3
14386.0,297,1,142.4,1
14387.0,33,3,1770.56,3
14388.0,9,10,3172.04,3
14389.0,9,5,999.72,3
14390.0,10,13,4592.47,3
14393.0,218,1,67.95,1
14395.0,2,12,3471.91,3
14396.0,65,2,487.99,3
14397.0,1,23,2556.68,0
14400.0,141,2,559.7,3
14401.0,4,14,4039.98,3
14403.0,130,5,1426.31,3
14404.0,34,7,1434.72,3
14406.0,119,1,156.75,3
14407.0,107,9,2111.08,3
14408.0,11,7,2606.53,3
14409.0,71,7,1908.25,3
14410.0,16,15,576.3,3
14411.0,311,1,1063.0,1
14412.0,35,3,761.3299999999999,3
14413.0,362,1,122.7,1
14414.0,92,8,1485.1299999999999,3
14415.0,1,18,5811.56,0
14416.0,22,2,490.22,3
14418.0,4,3,1937.25,3
14419.0,11,6,1058.06,3
14420.0,85,2,385.87,3
14421.0,57,2,813.11,3
14422.0,1,6,4263.64,3
14423.0,218,1,265.2,1
14424.0,18,1,322.08,3
14426.0,19,16,3918.9,3
14427.0,50,2,363.34000000000003,3
14428.0,7,7,1230.14,3
14431.0,299,2,397.76,1
14432.0,10,6,2255.51,3
14434.0,22,6,1372.8,3
14436.0,99,1,89.06,3
14437.0,143,2,-43.400000000000006,3
14438.0,306,1,131.9,1
14439.0,320,1,2661.24,1
14440.0,8,5,2357.6800000000003,3
14441.0,1,10,1545.14,3
14442.0,2,5,1544.62,3
14443.0,54,7,1400.88,3
14446.0,1,4,1039.58,3
14447.0,19,5,1163.23,3
14448.0,9,2,375.35,3
14449.0,19,4,907.1,3
14450.0,181,3,483.25,1
14451.0,60,2,662.59,3
14452.0,11,2,264.44,3
14453.0,190,1,119.93,1
14456.0,5,14,3047.63,3
14457.0,311,1,113.64,1
14459.0,155,1,1837.92,1
14460.0,110,4,383.34,3
14461.0,148,3,2103.06,1
14462.0,64,15,1965.9,3
14463.0,98,3,529.62,3
14465.0,247,3,1058.6200000000001,1
14466.0,29,7,2272.4,3
14467.0,18,4,598.76,3
14470.0,12,2,461.19,3
14472.0,104,8,1936.84,3
14473.0,74,2,234.34000000000003,3
14474.0,43,2,537.71,3
14475.0,72,6,799.82,3
14476.0,257,1,215.7,1
14477.0,20,5,1307.81,3
14479.0,254,2,316.25,1
14480.0,11,1,279.05,3
14481.0,165,2,636.51,1
14482.0,18,6,2068.15,3
14483.0,150,2,129.2,1
14484.0,50,1,321.92,3
14485.0,39,1,165.75,3
14487.0,27,7,1183.58,3
14488.0,51,2,1047.43,3
14489.0,207,1,463.38,1
14491.0,175,2,340.93,1
14493.0,7,7,2362.84,3
14494.0,26,1,139.56,3
14495.0,51,2,123.8,3
14496.0,312,2,538.8100000000001,1
14497.0,301,2,457.47,1
14498.0,43,5,1957.32,3
14499.0,26,3,815.32,3
14500.0,88,3,356.85,3
14501.0,64,3,190.31,3
14502.0,20,14,2351.02,3
14503.0,3,6,3543.26,3
14504.0,47,4,673.26,3
14505.0,17,11,5818.7,3
14506.0,17,5,2012.17,3
14507.0,24,7,1368.18,3
14508.0,22,2,276.42,3
14511.0,11,6,1267.4099999999999,3
14512.0,188,2,275.28,1
14513.0,101,4,438.49,3
14514.0,61,3,1055.35,3
14515.0,18,6,2102.09,3
14517.0,33,2,330.45,3
14518.0,64,1,174.37,3
14520.0,2,2,270.6,3
14522.0,24,4,974.54,3
14523.0,108,1,241.09,3
14524.0,32,9,1867.68,3
14525.0,9,13,4221.37,3
14527.0,3,86,7711.38,0
14528.0,37,1,364.21999999999997,3
14529.0,60,3,620.04,3
14530.0,26,6,2925.91,3
14532.0,236,4,932.85,1
14533.0,25,9,1812.6200000000001,3
14534.0,3,25,4075.35,0
14535.0,59,4,2841.09,3
14536.0,260,1,171.8,1
14537.0,58,1,355.56,3
14538.0,65,2,388.25,3
14539.0,16,2,537.48,3
14540.0,10,3,996.26,3
14541.0,59,8,1461.65,3
14542.0,186,1,103.25,1
14543.0,4,21,2916.17,0
14544.0,24,2,2024.45,3
14546.0,4,9,2487.02,3
14547.0,4,9,3986.7400000000002,3
14548.0,151,2,652.8,1
14549.0,311,1,289.24,1
14550.0,11,2,765.62,3
14551.0,18,2,186.23,3
14552.0,152,1,165.07,1
14553.0,19,5,859.27,3
14554.0,10,4,2381.04,3
14555.0,57,2,324.14,3
14557.0,64,2,0.0,3
14560.0,7,24,2174.18,0
14561.0,76,3,1080.76,3
14562.0,4,22,4709.22,0
14565.0,96,6,3073.77,3
14566.0,111,1,1432.0,3
14567.0,35,3,1524.46,3
14569.0,1,1,227.39,3
14570.0,281,2,218.06,1
14572.0,3,10,2803.69,3
14573.0,180,13,1603.72,1
14576.0,372,1,35.400000000000006,1
14577.0,13,4,859.71,3
14578.0,3,1,168.63,3
14581.0,17,1,138.6,3
14582.0,41,1,114.11,3
14583.0,6,5,1052.55,3
14584.0,169,5,1029.26,1
14585.0,50,1,157.05,3
14586.0,227,3,134.16,1
14587.0,19,10,1598.24,3
14589.0,372,1,39.75,1
14591.0,15,4,1447.14,3
14592.0,35,3,570.46,3
14593.0,22,3,617.99,3
14594.0,7,2,379.83,3
14595.0,20,6,1740.6,3
14597.0,11,2,883.15,3
14598.0,44,1,221.97,3
14600.0,306,1,393.33000000000004,1
14601.0,11,1,213.96,3
14603.0,275,1,660.0,1
14606.0,1,128,11713.85,0
14607.0,16,17,11341.1,0
14608.0,4,4,1785.15,3
14609.0,72,4,601.56,3
14616.0,243,3,406.08000000000004,1
14618.0,9,4,538.59,3
14619.0,239,2,379.51,1
14620.0,204,3,393.28000000000003,1
14621.0,1,6,1765.76,3
14622.0,185,1,320.58000000000004,1
14623.0,32,6,869.35,3
14624.0,57,2,225.85,3
14625.0,185,5,848.48,1
14626.0,9,7,2757.07,3
14627.0,312,1,-21.85,1
14628.0,91,2,671.96,3
14629.0,4,3,939.21,3
14631.0,51,3,1006.98,3
14632.0,263,1,114.56,1
14633.0,266,1,344.90000000000003,1
14636.0,36,2,609.85,3
14638.0,51,1,443.6,3
14639.0,52,8,2952.34,3
14640.0,16,8,2042.15,3
14641.0,22,1,110.46,3
14642.0,59,1,96.12,3
14643.0,170,3,668.61,1
14644.0,9,4,780.46,3
14645.0,157,2,597.09,1
14646.0,2,77,279489.02,2
14647.0,201,1,243.22,1
14649.0,5,4,1417.29,3
14651.0,67,2,654.6,3
14652.0,77,1,114.18,3
14653.0,1,7,1947.55,3
14655.0,4,5,1930.15,3
14656.0,169,2,291.05,1
14657.0,18,5,838.27,3
14658.0,5,2,247.15,3
14659.0,9,12,2456.53,3
14660.0,87,2,285.74,3
14661.0,27,1,107.95,3
14662.0,29,4,771.17,3
14664.0,20,2,637.89,3
14665.0,61,7,1258.38,3
14666.0,24,1,195.25,3
14667.0,11,27,9231.2,0
14669.0,242,3,1269.99,1
14670.0,280,2,411.53,1
14672.0,235,2,765.55,1
14673.0,3,5,1736.4,3
14675.0,16,1,604.75,3
14676.0,31,8,2543.2400000000002,3
14679.0,372,1,-2.55,1
14680.0,25,23,26932.34,0
14681.0,71,3,498.95,3
14682.0,188,2,52.0,1
14684.0,26,5,1236.28,3
14687.0,107,1,628.38,3
14688.0,8,27,5107.38,0
14689.0,209,1,112.8,1
14690.0,44,3,358.61,3
14691.0,31,5,2114.33,3
14692.0,137,5,582.05,3
14693.0,265,1,172.9,1
14696.0,4,9,2070.97,3
14697.0,218,2,188.60999999999999,1
14698.0,2,5,1250.76,3
14699.0,214,1,109.13000000000001,1
14700.0,32,3,2235.3,3
14701.0,11,12,2486.2200000000003,3
14702.0,1,18,3250.64,3
14703.0,15,1,318.17,3
14704.0,11,9,1546.91,3
14705.0,199,1,179.0,1
14708.0,3,4,1096.67,3
14709.0,15,14,4911.14,3
14710.0,14,4,606.13,3
14711.0,10,12,2838.2,3
14712.0,29,3,917.07,3
14713.0,9,12,2664.2599999999998,3
14714.0,24,1,160.19,3
14715.0,25,4,867.38,3
14716.0,43,2,329.68,3
